====================================================================================================
                                   CLASS SCHEDULE
====================================================================================================
Generated on: 2025-11-24 01:13:37
Total Scheduled Meetings: 0
Total Unscheduled Meetings: 477
====================================================================================================


====================================================================================================
 UNSCHEDULED MEETINGS
====================================================================================================

Course: RR325 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: P222 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: P222 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ENG 324 NEW | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ENG 324 NEW | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: IT 322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IT 322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IT 322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IT 322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI323 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: EDUC323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC323 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: SCI323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI323 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: EDUC323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC323 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: Chem 100 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: Chem 100 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: LIT 222 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA224 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA224 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA224 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA224 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PE4 BSFAS | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PE4 BSFAS | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: PE4 BSFAS | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PE4 BSFAS | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: Sci 121 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: Sci 121 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: P223 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: P223 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS223 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS223 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS223 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS223 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC 221B | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC 222B | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC 221B | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC 222B | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC 321B | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC 321B | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: ISSPEC1 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: FT 324 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ENG 325 NEW | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ENG 325 NEW | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: IS323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: FT 321 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: FT 221 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: TLE 122 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: TLE221 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: TLE221 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: TLE 122 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: THE321 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: THE321 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: TTL 2E | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: Math | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: Math | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ISSPEC5 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ISSPEC5 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ISSPEC5 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC 222A | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI324 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI324 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: SCI324 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI324 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: PA3210 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA3213 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA3210 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA3213 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA3210 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA3213 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: EDUC 221A | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: FT 121 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI222 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: BIO323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: BIO323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: MBRES1 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: MBRES1 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: IS321 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS321 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: IS321 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SS 113 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: CHM 121 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: CHM 221 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ST 222 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ST 222 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI322 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: SCI322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SCI322 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: COMM221 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: COMM223 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: COMM324 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: COMM324 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: TSD321 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: TSD321 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: COMM325 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: COMM325 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: ISSPEC4 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ISSPEC4 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ISSPEC4 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: ENG 221 NEW | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: RES 2E | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: RES 2E | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: FISHELECT 5 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: FISHELECT 5 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: FISHELECT 5 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: FISHELECT 5 | Type: Laboratory | Hours: 1 | Reason: No available room/time slot found
Course: PA225 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA225 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA3211 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SPCOR5 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: PA3211 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: SPCOR5 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: FT 322 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
Course: FT 323 | Type: Lecture | Hours: 3 | Reason: No available room/time slot found
